listing_id,name,description,text,llama_response
6.390239787350609e+17,Peaceful room in Montreal-est,Take a break and unwind at this peaceful oasis. Private room in a bungalow. There is a park nearby and several buses that take you around the city.,"Peaceful room in Montreal-est
Take a break and unwind at this peaceful oasis. Private room in a bungalow. There is a park nearby and several buses that take you around the city.",<coroutine object preguntar_llama at 0x11c070320>
8.195308122313326e+17,Chambre en plein Plateau,"Keep it simple by staying in this quiet and conveniently located home.<br />Room is only available on application.<br /><br />If you have requirements, this room is not for you. She's truly RUDIMENTARY. And this is a children's room. Visible toys!<br /><br />I may not be there. This place is perfect for independent, independent people.<br />It will be my pleasure to welcome you but I may not be able to meet your needs.","Chambre en plein Plateau
Keep it simple by staying in this quiet and conveniently located home.<br />Room is only available on application.<br /><br />If you have requirements, this room is not for you. She's truly RUDIMENTARY. And this is a children's room. Visible toys!<br /><br />I may not be there. This place is perfect for independent, independent people.<br />It will be my pleasure to welcome you but I may not be able to meet your needs.",<coroutine object preguntar_llama at 0x11c0701b0>
9.057361878442684e+17,Studio centre-ville Montreal,"In the heart of Montreal, this new fully furnished studio offers a bright and comfortable ""home"" away from home away from home. Located on St-Laurent Boulevard, a few steps from trendy restaurants, shops, nightlife and public transportation. Please note there is no elevator in the building.","Studio centre-ville Montreal
In the heart of Montreal, this new fully furnished studio offers a bright and comfortable ""home"" away from home away from home. Located on St-Laurent Boulevard, a few steps from trendy restaurants, shops, nightlife and public transportation. Please note there is no elevator in the building.",<coroutine object preguntar_llama at 0x11c070040>
9.86939414771748e+17,Charming Room 2 - Plateau Mont-Royal,"Welcome to our charming private room retreat in downtown Montreal. This stylish and cozy space offers modern convenience and classic charm. The spacious living area is tastefully decorated, providing a cozy atmosphere for relaxation and socializing. The shared kitchen is fully equipped with everything you need to prepare delicious meals during your stay. It's the perfect base for exploring the city's attractions and enjoying the local vibe.","Charming Room 2 - Plateau Mont-Royal
Welcome to our charming private room retreat in downtown Montreal. This stylish and cozy space offers modern convenience and classic charm. The spacious living area is tastefully decorated, providing a cozy atmosphere for relaxation and socializing. The shared kitchen is fully equipped with everything you need to prepare delicious meals during your stay. It's the perfect base for exploring the city's attractions and enjoying the local vibe.",<coroutine object preguntar_llama at 0x11c013ca0>
7.168419438771516e+17,Lovely 1BDR - Downtown Montreal / Le Mont,"Enjoy a stylish experience at this centrally located place. Newly built project, fully equipped units with high-end modern furniture from Canadian brand Rove Concepts. <br /><br />Located downtown Montreal at the crossroads of the city's most vibrant intersection.<br /><br />More info @lemontmtl","Lovely 1BDR - Downtown Montreal / Le Mont
Enjoy a stylish experience at this centrally located place. Newly built project, fully equipped units with high-end modern furniture from Canadian brand Rove Concepts. <br /><br />Located downtown Montreal at the crossroads of the city's most vibrant intersection.<br /><br />More info @lemontmtl",<coroutine object preguntar_llama at 0x11c013b30>
1.0373490372809492e+18,Central Downtown Apartment,Your family will be close to everything when you stay at this centrally located place.,"Central Downtown Apartment
Your family will be close to everything when you stay at this centrally located place.",<coroutine object preguntar_llama at 0x11c0139c0>
1.0814237881370578e+18,Cozy Hotel Room in The Village,"Welcome to our hotel room, where comfort and simplicity meet to create a cozy and welcoming atmosphere.<br />Our cozy bed promises peaceful nights, while the bathroom is designed with a modern aesthetic to suit your needs for refreshment and relaxation.<br /><br />Whether for a business trip or a romantic getaway, our room has everything you need for a pleasant and relaxing stay.","Cozy Hotel Room in The Village
Welcome to our hotel room, where comfort and simplicity meet to create a cozy and welcoming atmosphere.<br />Our cozy bed promises peaceful nights, while the bathroom is designed with a modern aesthetic to suit your needs for refreshment and relaxation.<br /><br />Whether for a business trip or a romantic getaway, our room has everything you need for a pleasant and relaxing stay.",<coroutine object preguntar_llama at 0x11c013850>
1.0413239582938584e+18,#232 Beautiful Condo in Ville-Marie,"Gorgeous furnished apartment in Ville-Marie. This unit is well furnished and has all that you need to live and work comfortably at home. The unit is well renovated, it includes 2 bedrooms, a gourmet kitchen, a dining room, a living room, a bathroom, hardwood floors, washer & dryer, dishwasher, two private balconies and more! This condo is walking distance from parks, grocery store, drugstores, convenience stores and all amenities that you may need.","#232 Beautiful Condo in Ville-Marie
Gorgeous furnished apartment in Ville-Marie. This unit is well furnished and has all that you need to live and work comfortably at home. The unit is well renovated, it includes 2 bedrooms, a gourmet kitchen, a dining room, a living room, a bathroom, hardwood floors, washer & dryer, dishwasher, two private balconies and more! This condo is walking distance from parks, grocery store, drugstores, convenience stores and all amenities that you may need.",<coroutine object preguntar_llama at 0x11c0136e0>
48934895.0,Scandinavian Style 3 Bedroom Suite in the Old Port,"Nestled in Old Montreal district, along the beautiful boardwalk, this 3 Bedroom Suite is synonymous to the European influence of the Old Port. <br /><br />Designed with the concept of Scandinavian slow living, we stayed true to the original architecture of the building.  Enjoy the beautiful water views while sipping on your morning brew. Fully equipped with a kitchen and 2 full bathrooms makes for the perfect longer stay. TV's in the living room and bedrooms include Netflix and Prime. Hi-Speed Wifi incl.","Scandinavian Style 3 Bedroom Suite in the Old Port
Nestled in Old Montreal district, along the beautiful boardwalk, this 3 Bedroom Suite is synonymous to the European influence of the Old Port. <br /><br />Designed with the concept of Scandinavian slow living, we stayed true to the original architecture of the building.  Enjoy the beautiful water views while sipping on your morning brew. Fully equipped with a kitchen and 2 full bathrooms makes for the perfect longer stay. TV's in the living room and bedrooms include Netflix and Prime. Hi-Speed Wifi incl.",<coroutine object preguntar_llama at 0x11c013570>
708096.0,Plateau Location Cozy Apartment,,"Plateau Location Cozy Apartment
",<coroutine object preguntar_llama at 0x11c013400>
9.215544636344625e+17,Shared Beautiful Home - Montreal Island,"2 bedrooms, living room with home cinema in upscale house in tranquil neighborhood. Full bathroom, shared kitchen with own fridge. Backyard oasis with BBQ, fireplace, trampoline. Nearby forest, playgrounds, community pool. Easy access to Montreal via bus/train. 30 min to downtown, 15 min to airport. High-speed internet, laundry room. Multilingual host (EN/FR/DE/IT/ES). Pet-friendly. Biking routes. 6-bedroom house, 2 half floors for rent. Parkings available. Perfect for a memorable stay!","Shared Beautiful Home - Montreal Island
2 bedrooms, living room with home cinema in upscale house in tranquil neighborhood. Full bathroom, shared kitchen with own fridge. Backyard oasis with BBQ, fireplace, trampoline. Nearby forest, playgrounds, community pool. Easy access to Montreal via bus/train. 30 min to downtown, 15 min to airport. High-speed internet, laundry room. Multilingual host (EN/FR/DE/IT/ES). Pet-friendly. Biking routes. 6-bedroom house, 2 half floors for rent. Parkings available. Perfect for a memorable stay!",<coroutine object preguntar_llama at 0x11c013290>
1.081408868827514e+18,Cozy Hotel Room in The Village,"The European-style hotel Hotel Saint-Andre is located in the center of Montreal, near Berri-UQAM metro station and bus station, near Montreal's Latin Quarter, just 15 minutes from Chinatown and Old Port. The casino is only held at one metro station and you can find many restaurants and bars, grocery stores, shops and gyms within walking distance.<br /><br />Le Saint-Andre has a reception open 24 hours.","Cozy Hotel Room in The Village
The European-style hotel Hotel Saint-Andre is located in the center of Montreal, near Berri-UQAM metro station and bus station, near Montreal's Latin Quarter, just 15 minutes from Chinatown and Old Port. The casino is only held at one metro station and you can find many restaurants and bars, grocery stores, shops and gyms within walking distance.<br /><br />Le Saint-Andre has a reception open 24 hours.",<coroutine object preguntar_llama at 0x11c013120>
